0,120.0
1,265.0
2,15.0
3,355.0
4,320.0
5,145.0
6,70.0
7,175.0
8,265.0
9,315.0
10,160.0
11,65.0
12,10.0
13,315.0
14,5.0
15,345.0
16,205.0
17,195.0
18,395.0
19,260.0
20,145.0
21,40.0
22,185.0
23,290.0
24,90.0
25,25.0
26,150.0
27,10.0
28,165.0
29,130.0
30,85.0
31,0.0
32,190.0
33,160.0
34,200.0
35,285.0
36,150.0
37,205.0
38,265.0
39,300.0
40,70.0
41,160.0
42,75.0
43,180.0
44,125.0
45,340.0
46,255.0
47,125.0
48,185.0
49,115.0
50,85.0
51,30.0
52,165.0
53,290.0
54,45.0
55,0.0
56,165.0
57,20.0
58,430.0
59,5.0
60,270.0
61,10.0
62,365.0
63,335.0
64,155.0
65,200.0
66,110.0
67,360.0
68,165.0
69,-5.0
70,20.0
71,65.0
72,190.0
73,130.0
74,15.0
75,0.0
76,195.0
77,135.0
78,225.0
79,280.0
80,65.0
81,55.0
82,260.0
83,140.0
84,175.0
85,0
86,20.0
87,190.0
88,75.0
89,145.0
90,240.0
91,180.0
92,110.0
93,195.0
94,5.0
95,250.0
96,85.0
97,-5.0
98,30.0
99,345.0
100,15.0
101,205.0
102,200.0
103,20.0
104,0
105,165.0
106,25.0
107,20.0
108,210.0
109,220.0
110,180.0
111,345.0
112,305.0
113,35.0
114,165.0
115,0.0
116,270.0
117,35.0
118,60.0
119,100.0
120,0.0
121,360.0
122,340.0
123,15.0
124,540.0
125,130.0
126,85.0
127,215.0
128,85.0
129,145.0
130,450.0
131,185.0
132,5.0
133,145.0
134,145.0
135,85.0
136,5.0
137,110.0
138,30.0
139,325.0
140,100.0
141,135.0
142,20.0
143,5.0
144,180.0
145,195.0
146,165.0
147,225.0
148,135.0
149,95.0
150,265.0
151,25.0
152,305.0
153,155.0
154,215.0
155,315.0
156,140.0
157,130.0
158,20.0
159,230.0
160,300.0
161,150.0
162,30.0
163,240.0
164,325.0
165,10.0
166,330.0
167,170.0
168,5.0
169,75.0
170,35.0
171,165.0
172,125.0
173,185.0
174,170.0
175,490.0
176,145.0
177,5.0
178,105.0
179,0
180,80.0
181,50.0
182,85.0
183,195.0
184,15.0
185,220.0
186,185.0
187,180.0
188,710.0
189,165.0
190,25.0
191,45.0
192,-15.0
193,10.0
194,195.0
195,295.0
196,210.0
197,70.0
198,125.0
199,10.0
200,485.0
201,100.0
202,55.0
203,0.0
204,205.0
205,125.0
206,120.0
207,5.0
208,110.0
209,120.0
